id,name_english,name_japanese,name_chinese,name_french,types,species,description,hp,attack,defense,special_attack,special_defense,speed,total_stats,height,weight,egg_groups,abilities,hidden_ability,gender_ratio,evolution_previous,evolution_next,sprite_url,thumbnail_url,hires_url,name_thai
536,Palpitoad,ガマガル,蓝蟾蜍,Batracné,"Water, Ground",Vibration Pokémon,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.",75,65,55,65,55,69,384,0.8 m,17 kg,Water 1,"Swift Swim, Hydration",Water Absorb,50:50,"['535', 'Level 25']",537(Level 36),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/536.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/536.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/536.png,กะมะกะรุ
537,Seismitoad,ガマゲロゲ,蟾蜍王,Crapustule,"Water, Ground",Vibration Pokémon,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,105,95,75,85,75,74,509,1.5 m,62 kg,Water 1,"Swift Swim, Poison Touch",Water Absorb,50:50,"['536', 'Level 36']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/537.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/537.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/537.png,กะมะเกะโระเกะ
538,Throh,ナゲキ,投摔鬼,Judokrak,Fighting,Judo Pokémon,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.",120,100,85,30,85,45,465,1.3 m,55.5 kg,Human-Like,"Guts, Inner Focus",Mold Breaker,100:0,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/538.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/538.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/538.png,นะเกะคิ
539,Sawk,ダゲキ,打击鬼,Karaclée,Fighting,Karate Pokémon,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,75,125,75,30,75,85,465,1.4 m,51 kg,Human-Like,"Sturdy, Inner Focus",Mold Breaker,100:0,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/539.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/539.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/539.png,ดะเกะคิ
540,Sewaddle,クルミル,虫宝包,Larveyette,"Bug, Grass",Sewing Pokémon,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",45,53,70,40,60,42,310,0.3 m,2.5 kg,Bug,"Swarm, Chlorophyll",Overcoat,50:50,,541(Level 20),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/540.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/540.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/540.png,คุรุมิรุ
541,Swadloon,クルマユ,宝包茧,Couverdure,"Bug, Grass",Leaf-Wrapped Pokémon,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",55,63,90,50,80,42,380,0.5 m,7.3 kg,Bug,"Leaf Guard, Chlorophyll",Overcoat,50:50,"['540', 'Level 20']",542(high Friendship),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/541.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/541.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/541.png,คุรุมะยุ
542,Leavanny,ハハコモリ,保姆虫,Manternel,"Bug, Grass",Nurturing Pokémon,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,75,103,80,70,80,92,500,1.2 m,20.5 kg,Bug,"Swarm, Chlorophyll",Overcoat,50:50,"['541', 'high Friendship']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/542.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/542.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/542.png,ฮะฮะโคะโมะริ
543,Venipede,フシデ,百足蜈蚣,Venipatte,"Bug, Poison",Centipede Pokémon,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",30,45,59,30,39,57,260,0.4 m,5.3 kg,Bug,"Poison Point, Swarm",Speed Boost,50:50,,544(Level 22),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/543.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/543.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/543.png,ฟุชิเดะ
544,Whirlipede,ホイーガ,车轮球,Scobolide,"Bug, Poison",Curlipede Pokémon,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",40,55,99,40,79,47,360,1.2 m,58.5 kg,Bug,"Poison Point, Swarm",Speed Boost,50:50,"['543', 'Level 22']",545(Level 30),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/544.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/544.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/544.png,โฮะอีกะ
545,Scolipede,ペンドラー,蜈蚣王,Brutapode,"Bug, Poison",Megapede Pokémon,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",60,100,89,55,69,112,485,2.5 m,200.5 kg,Bug,"Poison Point, Swarm",Speed Boost,50:50,"['544', 'Level 30']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/545.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/545.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/545.png,เปะนโดะรา
546,Cottonee,モンメン,木棉球,Doudouvet,"Grass, Fairy",Cotton Puff Pokémon,"When attacked, it expels cotton from its body to create a diversion. The cotton it loses grows back in quickly.",40,27,60,37,50,66,280,0.3 m,0.6 kg,"Fairy, Grass","Prankster, Infiltrator",Chlorophyll,50:50,,547(use Sun Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/546.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/546.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/546.png,โมะนเมะน
547,Whimsicott,エルフーン,风妖精,Farfaduvet,"Grass, Fairy",Windveiled Pokémon,"Whimsicott doesn’t live in a fixed location. It floats around on whirling winds, appearing all over the place to perform its mischief.",60,67,85,77,75,116,480,0.7 m,6.6 kg,"Fairy, Grass","Prankster, Infiltrator",Chlorophyll,50:50,"['546', 'use Sun Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/547.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/547.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/547.png,เอะรุฟูน
548,Petilil,チュリネ,百合根娃娃,Chlorobule,Grass,Bulb Pokémon,"They prefer clean water and soil. When the environment they live in turns bad, the whole bunch will up and move to a new area.",45,35,50,70,50,30,280,0.5 m,6.6 kg,Grass,"Chlorophyll, Own Tempo",Leaf Guard,0:100,,549(use Sun Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/548.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/548.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/548.png,จุริเนะ
549,Lilligant,ドレディア,裙儿小姐,Fragilady,Grass,Flowering Pokémon,"It’s well liked by other Pokémon because of its beauty. The flower on its head needs constant care, or it will soon wither and rot.",70,60,75,110,75,90,480,1.1 m,16.3 kg,Grass,"Chlorophyll, Own Tempo",Leaf Guard,0:100,"['548', 'use Sun Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/549.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/549.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/549.png,โดะเระเดะอิอะ
550,Basculin,バスラオ,野蛮鲈鱼,Bargantua,Water,Hostile Pokémon,"When a school of Basculin appears in a lake, everything else disappears, except for Corphish and Crawdaunt. That’s how violent Basculin are.",70,92,65,80,55,98,460,1 m,18 kg,Water 2,"Reckless, Adaptability",Mold Breaker,50:50,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/550.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/550.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/550.png,บะซุระโอะ
551,Sandile,メグロコ,黑眼鳄,Mascaïman,"Ground, Dark",Desert Croc Pokémon,"Sandile’s still not good at hunting, so it mostly eats things that have collapsed in the desert. It’s called “the cleaner of the desert.”",50,72,35,35,35,65,292,0.7 m,15.2 kg,Field,"Intimidate, Moxie",Anger Point,50:50,,552(Level 29),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/551.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/551.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/551.png,เมะกุโระโคะ
552,Krokorok,ワルビル,混混鳄,Escroco,"Ground, Dark",Desert Croc Pokémon,It buries some of its prey in the sand to use as emergency meals when its hunts are unsuccessful.,60,82,45,45,45,74,351,1 m,33.4 kg,Field,"Intimidate, Moxie",Anger Point,50:50,"['551', 'Level 29']",553(Level 40),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/552.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/552.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/552.png,วะรุบิรุ
553,Krookodile,ワルビアル,流氓鳄,Crocorible,"Ground, Dark",Intimidation Pokémon,It conceals itself in sandstorms that Flygon whip up and waits patiently for prey to appear.,95,117,80,65,70,92,519,1.5 m,96.3 kg,Field,"Intimidate, Moxie",Anger Point,50:50,"['552', 'Level 40']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/553.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/553.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/553.png,วะรุบิอะรุ
554,Darumaka,ダルマッカ,火红不倒翁,Darumarond,Fire,Zen Charm Pokémon,"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.",70,90,45,15,45,50,315,0.6 m,37.5 kg,Field,Hustle,Inner Focus,50:50,,555(use Ice Stone),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/554.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/554.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/554.png,ดะรุมะคะ
555,Darmanitan,ヒヒダルマ,达摩狒狒,Darumacho,Fire,Blazing Pokémon,"Its internal fire burns at 2,500 degrees Fahrenheit, making enough power that it can destroy a dump truck with one punch.",105,140,55,30,55,95,480,1.3 m,92.9 kg,Field,Sheer Force,Zen Mode,50:50,"['554', 'use Ice Stone']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/555.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/555.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/555.png,ฮิฮิดะรุมะ
556,Maractus,マラカッチ,沙铃仙人掌,Maracachi,Grass,Cactus Pokémon,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.",75,86,67,106,67,60,461,1 m,28 kg,Grass,"Water Absorb, Chlorophyll",Storm Drain,50:50,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/556.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/556.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/556.png,มะระคะจิ
557,Dwebble,イシズマイ,石居蟹,Crabicoque,"Bug, Rock",Rock Inn Pokémon,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.",50,65,85,35,35,55,325,0.3 m,14.5 kg,"Bug, Mineral","Sturdy, Shell Armor",Weak Armor,50:50,,558(Level 34),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/557.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/557.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/557.png,อิชิซุมะอิ
558,Crustle,イワパレス,岩殿居蟹,Crabaraque,"Bug, Rock",Stone Home Pokémon,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",70,105,125,65,75,45,485,1.4 m,200 kg,"Bug, Mineral","Sturdy, Shell Armor",Weak Armor,50:50,"['557', 'Level 34']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/558.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/558.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/558.png,อิวะปะเระซุ
559,Scraggy,ズルッグ,滑滑小子,Baggiguane,"Dark, Fighting",Shedding Pokémon,"It stretches its saggy skin up to its neck to protect itself. The saggier their skin, the more respect they garner.",50,75,70,35,70,48,348,0.6 m,11.8 kg,"Field, Dragon","Shed Skin, Moxie",Intimidate,50:50,,560(Level 39),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/559.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/559.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/559.png,ซุรุกุ
560,Scrafty,ズルズキン,头巾混混,Baggaïd,"Dark, Fighting",Hoodlum Pokémon,It taunts its opponents by spitting. It has a certain territory that it never leaves its whole life long.,65,90,115,45,115,58,488,1.1 m,30 kg,"Field, Dragon","Shed Skin, Moxie",Intimidate,50:50,"['559', 'Level 39']",,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/560.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/560.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/560.png,ซุรุซุคิน
561,Sigilyph,シンボラー,象征鸟,Cryptéro,"Psychic, Flying",Avianoid Pokémon,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",72,58,80,103,80,97,490,1.4 m,14 kg,Flying,"Wonder Skin, Magic Guard",Tinted Lens,50:50,,,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/561.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/561.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/561.png,ชินโบะรา
562,Yamask,デスマス,哭哭面具,Tutafeh,Ghost,Spirit Pokémon,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,38,30,85,55,65,30,303,0.5 m,1.5 kg,"Mineral, Amorphous",Mummy,,50:50,,867(near Dusty Bowl),https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/sprites/562.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/562.png,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/hires/562.png,เดะซุมะซุ
